,title,genre,year,date,rating,vote_count,plot,main_act,supp_act,page_url,img_url
36,백조의 호수,공연실황,2022,1.15,9.0,5,"내면의 사악하고 어두운 자아에 이끌려 신비한 호수 둑으로 간   왕자는 세상에서 가장 아름다운 백조   우연히 만나 그녀에게 사랑을 맹세한다. 한편, 성에서는 예비 신부들이 산만한 왕자를 즐겁게 해주려고 하는데 그중 매혹적인 백조       한 사랑의 맹세을 위협하게 되는데…",,,https://movie.naver.com/movie/bi/mi/basic.naver?code=211095,https://movie-phinf.pstatic.net/20211029_12/1635491343568gSt71_JPEG/movie_image.jpg?type=m77_110_2
37,밴드스탠드,공연실황|뮤지컬,2022,2.24,9.25,4,"미국 전역이 종전의 기쁨으로 들끓던     세계 대전이 끝나고 전쟁에서 살아돌아온 주인공 도니는   방송국의 스윙밴드 오디션 소식을 듣는다. 브로드웨이와 할리우드를 꿈꾸던 싱어송라이터인 그는 오디션에 참가하기 위해   참전 용사와 전사자의 아내 줄리아를 섭외,   노바 밴드  결성하는데 성공한다. 도니가 만들어낸 매력적인 선율과 줄리아의 진솔한 가사는 사람들의 마음을 사로잡고, 대회 우승을 위한 노력에 박차를 가하기 시작한다. 과연, 그들은 스타의 꿈을 이룰 수 있을까?",,,https://movie.naver.com/movie/bi/mi/basic.naver?code=213590,https://movie-phinf.pstatic.net/20220209_192/1644384876757OP2qj_JPEG/movie_image.jpg?type=m77_110_2
38,보드랍게,다큐멘터리,2022,2.23,9.69,13,여든 두 해 순악 씨의 삶은 전쟁터였다. 거칠고 모난 삶을 살아낸 왈패 김순악이 자신에게 그리고 우리에게 보드라운 말 한마디를 건넨다.   참 애묵었다” 당신의 이야기도 꽃이 된다,김순악,안이정선|이인순|송현주|백선행|최지윤|박혜정|차혜영|도수진|라원,https://movie.naver.com/movie/bi/mi/basic.naver?code=194668,https://movie-phinf.pstatic.net/20220209_283/1644394333562x55oR_JPEG/movie_image.jpg?type=m77_110_2
39,블랙라이트,액션|스릴러,2022,3.09,7.15,234,언더커버 요원들을 관리하는   비공식 요원   한 요원의 사망으로 조직의 충격적인 비밀과 마주한다! 추악한 악행을 멈출 수 있는 사람은 오직 하나! 모든 걸 끝내기 위한 그의 마지막 미션이 시작된다!,리암 니슨,,https://movie.naver.com/movie/bi/mi/basic.naver?code=214613,https://movie-phinf.pstatic.net/20220228_13/1646040351833XmBje_JPEG/movie_image.jpg?type=m77_110_2
40,블루버스데이,멜로/로맨스|드라마|스릴러,2022,1.19,8.94,68,"2   오하린. 아무리 웃어보려고, 씩씩하게 살아보려 애써도 남들 앞에서 드러내기 힘든, 지워지지 않는 상처가 있다. 그건 바로 1 년 전 생일날, 유일한 남사친이자 짝사랑이었던 서준의 자살이다. 십 년이다 십 년. 초등학교 때부터 지금까지 쭉 가장 가까운 사이. 티격태격 서로의 제일 가까운 남사친 여사친으로 지내왔는데. 어느 날 문득 정신을 차려보니 가랑비에 옷 젖듯 남몰래 좋아하고 있었다. 가장 행복해야 할 생일날, 감춰왔던 마음을 고백하려 용기를 낸 순간 서준은 거짓말처럼 떠나버렸다. 홀로 남겨진 하린은 1 년 후 생일날, 서준의 유품인 카메라와 그가 찍었던   사진을 다시 갖게 되는데. 서준의 기억을 다시 떠올리는 게 너무 아픈 하린은 슬픈 마음에 사진을 태워버린다. 그런데 정신을 차리고 보니, 사진 속 십 년 전 그날로 돌아가 있는 것이다! 서준은 왜 자살을 했을까? 그의 죽음은 정말 자살이 맞을까? 서준의 카메라에서 나온 사진은 단 여덟 장. 시간 여행을 할 수 있는 기회도 단 여덟 번. 시간을 돌릴 때마다  불운을 맞게 된다. 하린은 과연 무사히 지난 시간 속에 숨겨진 비밀을 밝혀내고 과거를 바꿀 수 있을까?",예리|홍석,,https://movie.naver.com/movie/bi/mi/basic.naver?code=208814,https://movie-phinf.pstatic.net/20220112_40/1641976770639yX43v_JPEG/movie_image.jpg?type=m77_110_2
41,비올레타,드라마,2022,1.13,6.95,19,"파리에서 예술가로 인정을 받고 부와 명예를 모두 누리고 싶은 사진작가   위페르  딸 ‘ 아나마리아 바토로메이  사진 모델이 되어달라고 부탁한다. 오랫동안 엄마의 사랑이 그리웠던   엄마와 많은 시간을 함께 보내기 위해 순수히 사진 모델이 된다. 그러나 행복한 순간도 잠시, 엄마의 갈수록 심해지는 요구는 어린   삶을 완전히 뒤흔들고, 이런 상황을 도무지 이해할 수 없는   엄마를 증오하게 되면서 결국 두 사람의 관계는 점차 최악으로 치닫는데...",이자벨 위페르|드니 라방|아나마리아 바토로메이,루이-도 드 렝퀘셍|파스칼 본가드|니콜라스 모리|앤 베누아|루 르사쥬|조 셰리던,https://movie.naver.com/movie/bi/mi/basic.naver?code=88723,https://movie-phinf.pstatic.net/20211210_137/1639126502532Tn61r_JPEG/movie_image.jpg?type=m77_110_2
42,비욘드라이브 더 무비 : 엔시티 레조넌스,공연실황,2022,1.12,9.6,43,2 2 년 연말 뜨거웠던   온라인 콘서트 실황을 극장 스크린에서 만난다!,,,https://movie.naver.com/movie/bi/mi/basic.naver?code=208857,https://movie-phinf.pstatic.net/20220113_43/1642035348864qTdXo_JPEG/movie_image.jpg?type=m77_110_2
43,비틀즈 겟 백: 루프탑 콘서트,다큐멘터리,2022,2.11,9.13,15,"전설적인 밴드   멤버 존 레논, 폴 매카트니, 조지 해리슨, 링고 스타의 이야기와 그들의 마지막 라이브 공연인 런던의 옥상 콘서트를 최초로 담고 있는 다큐멘터리 영화",존 레논|폴 매카트니|조지 해리슨|링고 스타,,https://movie.naver.com/movie/bi/mi/basic.naver?code=195597,https://movie-phinf.pstatic.net/20220204_298/1643965480887Gpc4u_JPEG/movie_image.jpg?type=m77_110_2
44,삼국지 관운장: 청룡언월도,무협|액션,2022,2.1,4.67,3,"천하를 호령하던 삼국 최고의 명장   오나라의 침략에 의해 죽음을 맞이하고, 그의 청룡언월도마저 오나라 장수   손에 들어간다. 이 모든 것을 눈앞에서 지켜본   아들   오나라에 대한 피맺힌 원한을 품게 되고, 촉나라 황제   이끄는 이릉대전을 앞두고 복수의 칼날을 갈기 시작하는데  삼국지 제일 명장의 비기를 찾아 가장 거대한 운명의 전투를 만나라!",관지빈|육수명|송 진,,https://movie.naver.com/movie/bi/mi/basic.naver?code=208833,https://movie-phinf.pstatic.net/20220105_128/1641350487118Cjk2I_JPEG/movie_image.jpg?type=m77_110_2
45,서바이벌리스트,액션|스릴러,2022,2.24,3.11,9,"전 세계 문명이 파괴된 코로나 팬데믹     후. 가족을 지키지 못한 죄책감에 사로잡힌 전직   요원   스스로를 고립시킨 채 가족농장을 요새 삼아 홀로 살아남았다. 한편, 난민 수용소에서 유일하게 살아남아 탈출한 생존자   바이러스 면역 항체를 보유한 인류의 해답이라 여긴   무리는 그녀를 이용해 새로운 세상을 열겠다는 목표 아래 그 뒤를 쫓는다. 은신처를 찾아   온   지키기 위해 그는 자신의 무기와   기술을 총동원해 그들을 포위한   맞서 대적하는데…",조나단 리스 마이어스|존 말코비치|제나 리 그린|루비 모딘,,https://movie.naver.com/movie/bi/mi/basic.naver?code=208846,https://movie-phinf.pstatic.net/20220126_91/1643164539202HGrPU_JPEG/movie_image.jpg?type=m77_110_2
46,세라비: 다섯 번의 기적,코미디|드라마|멜로/로맨스,2022,2.23,7.88,8,"나라의 명예가 걸린 위성 발사를 앞둔 만삭의   아내의 곁을 지키기 위해 8 킬로미터를 달려가는 남편, 데이팅 앱에서 만난 남자의 아이를 혼자서 낳으려는 미혼모, 출산 당일 아버지의 갑작스런 죽음 소식을 들은 남자, 아이를 갖고 가정을 이루려는 동성 커플까지! 정신 없이 유쾌하고 눈물 쏙 빠지게 행복한 미라클     믿어보세요, 당신의 힘을 그리고 인생을!",레아 드루케|조시앙 발라스코|니콜라스 모리|엘리스 폴|줄리아 피아톤,,https://movie.naver.com/movie/bi/mi/basic.naver?code=213750,https://movie-phinf.pstatic.net/20220112_106/1641968209942N0Wbf_JPEG/movie_image.jpg?type=m77_110_2
47,셰터드,스릴러|범죄,2022,2.24,8.8,15,"외딴 집에 사는 부유한 그는 완벽한 미모와 섹시한 그녀를 만나고 격정적인 밤을 보낸다. 다친 그를 간호해주는 그녀에게 점점 빠져들고 어느새 그는 모든 정보와 재산을 하나씩 빼앗긴다. 자신의 집에 감금된 것을 깨달았을 때, 이미 가족까지 인질이 되었는데… 그녀에게 물렸다! 절대 벗어날 수 없다.",카메론 모나한|릴리 크루그|프랭크 그릴로|존 말코비치,,https://movie.naver.com/movie/bi/mi/basic.naver?code=214564,https://movie-phinf.pstatic.net/20220126_110/1643172214708tmF2z_JPEG/movie_image.jpg?type=m77_110_2
48,소피의 세계,드라마,2022,3.03,7.5,26,"우연히 여행 블로그 속에서 자신의 사진을 발견한 수영. 그곳에는   전 만난 여행자 소피가 한국에서 머문 나흘의 기록이 있다. 수영은 소피의 일기를 통해 최악의 시기를 버티던 남편 종구와의 일상을 새롭게 바라본다. 그때는 알 수 없었던 감정과 사실이 이해될, 것도 같다. 소피가 써 내려간 세계 속에서 다투고 울고 웃었던 우리는 어떤 마음을 남겼을까? 2   봄에서 2 2 년 가을로, 서로의 안부를 묻는 일상으로의 여행이 시작된다!",김새벽|곽민규|아나 루지에로|김우겸|문혜인,,https://movie.naver.com/movie/bi/mi/basic.naver?code=209727,https://movie-phinf.pstatic.net/20220211_183/1644564579835qSM9K_JPEG/movie_image.jpg?type=m77_110_2
49,스크림,공포|미스터리|스릴러,2022,2.17,7.2,105,"잔혹한 살인 사건으로 우즈보로 마을이 충격에 휩싸인 지   지난 후, 고스트 페이스를 한 새로운 살인마가 다시 십대들을 노리면서 마을의 어두운 비밀이 다시 수면 위로 떠오르는데...",멜리사 바레사|제나 오르테가|잭 퀘이드|마리 쉘톤|커트니 콕스|데이빗 아퀘트|니브 캠벨,,https://movie.naver.com/movie/bi/mi/basic.naver?code=210265,https://movie-phinf.pstatic.net/20220204_248/164396499434741R9x_JPEG/movie_image.jpg?type=m77_110_2
50,스피드 : 레이스 1,액션,2022,1.2,7.75,8,"레이싱 게임 세계 랭킹   잭 게임 안에서는 누구보다 전략적이고 빠르지만, 현실에서는 단 한 번도 도로 위에서 멋지게 달려본 적이 없다. 리그 최초 여성 프로레이서, 릴리 한때 전설이었던 팀 라이온스의 부활을 꿈꾸지만, 무리한 경기를 펼치다 부상을 당하고 만다. 자신을 대신할 레이서를 찾던 릴리는 잭을 팀에 영입하고 잭은 실제 레이싱 경기에서도 실력을 발휘하기 위해 훈련을 이어가지만, 팀은 분열되고 경쟁팀의 견제도 점점 심해지는데…",쿤링|주걸륜|범일신,,https://movie.naver.com/movie/bi/mi/basic.naver?code=209007,https://movie-phinf.pstatic.net/20220104_53/1641263375552Kmf6J_JPEG/movie_image.jpg?type=m77_110_2
51,시라노,멜로/로맨스|뮤지컬|드라마,2022,2.23,7.86,290,"사랑을 대신 써주는 남자 시라노! 여기, 1 명의 남자와 싸울 용기는 있지만 평생을 사랑해 온 한 여자에게 고백할 용기만큼은 없는 작은 시인이 있다. 그가 사랑한 여자는 바로... 진실된 사랑을 찾는 여자 록산!   사랑이 필요하고, 어른들은 돈이 필요해.  말하는 시대. 하지만, 록산은 진짜 사랑을 원한다. 그런 그녀 앞에 눈부신 남자 크리스티앙이 나타나고, 두 사람은 첫 눈에 반하고 마는데… 사랑의 시를 빌려 쓴 남자 크리스티앙! 록산을 향한 뜨거운 마음을 표현할 줄 모르는 그는 시라노가 대신 써준 편지로 그녀에게 마음을 전하기 시작한다. 지금부터, 엇갈린 사랑의 노래로 전하는 화려하고 아름다운 로맨스가 펼쳐진다!",피터 딘클리지|헤일리 베넷|켈빈 해리슨 주니어,벤 멘델슨|모니카 돌란,https://movie.naver.com/movie/bi/mi/basic.naver?code=208558,https://movie-phinf.pstatic.net/20220126_141/16431640074596bpt3_JPEG/movie_image.jpg?type=m77_110_2
52,시카리오: 나이트 오브 이스케이프,액션,2022,1.25,3.84,19,"사상 최악의 폭풍, 고립된 공간 세계를 뒤흔든 마약 카르텔과의 생존 게임이 시작된다! 마약 카르텔 재판의 중요한 증거물을 가지고 있던 어린   그녀의 아버지.   공격을 받고 근처 요양원으로 몸을 피하지만, 집요한 그들은 건물 안까지 들이닥친다. 거친 폭풍으로 모든 연락이 끊어진 상황.   아빠, 그리고 요양원 사람들은 마약 카르텔과 죽음의 서바이벌을 해야만 하는데…",나타샤 헨스트리지|매니 페레즈,,https://movie.naver.com/movie/bi/mi/basic.naver?code=213912,https://movie-phinf.pstatic.net/20220121_121/1642729493439DJomY_JPEG/movie_image.jpg?type=m77_110_2
53,신들의 분노,액션,2022,1.2,3.81,31,"세계 최고의 부호   더 큰 부를 축적하기 위해 고대신들이 잠들어 있는 성지   훼손하는 개발 계획을 세운다. 한편   전기 소설을 집필하는 작가   ' 의 대저택에서 벌어지는 수상한 사건들을 목격하고 그를 쫓는다. 부를 넘어 모든 것을 가지려 기행을 일삼던   끝내 신들의 영역을 침범하고, 이를 막으려는   노력이 무색하게 고대신들이 깨어나는 상상초월의 대재앙이 시작되는데… 신을 거역한 순간, 인류의 모든 것이 무너진다!",조쉬 하트넷|존 말코비치|샬롯 램플링|존 라이스 데이비스|베레니스 말로에,케어 둘리|조셉 러닝폭스|스티븐 스카일러,https://movie.naver.com/movie/bi/mi/basic.naver?code=151748,https://movie-phinf.pstatic.net/20220106_222/1641450455588gswoa_JPEG/movie_image.jpg?type=m77_110_2
54,씽2게더,애니메이션,2022,1.05,9.42,2590,"대국민 오디션 이후 각자의 자리에서 꿈을 이루고 있는   크루들에게 레드 쇼어 시티에서 전 세계가 주목하는 사상 최고의 쇼가 펼쳐진다는 소식이 들려오고   크루들은 도전에 나선다. 그러나 최고의 스테이지에 서기 위한 경쟁은 이전과는 비교도 할 수 없을 만큼 치열하고,   완벽한 라이브를 위해 종적을 감춘 레전드   캐스팅하겠다는 파격 선언을 하는데!",매튜 맥커너히|리즈 위더스푼|스칼릿 조핸슨|태런 에저튼|토리 켈리|퍼렐 윌리엄스|보노,,https://movie.naver.com/movie/bi/mi/basic.naver?code=187320,https://movie-phinf.pstatic.net/20211231_136/1640927037740RqKuo_JPEG/movie_image.jpg?type=m77_110_2
